hydrophobicity_PRAM900101.G1,hydrophobicity_PRAM900101.G2,hydrophobicity_PRAM900101.G3,hydrophobicity_ARGP820101.G1,hydrophobicity_ARGP820101.G2,hydrophobicity_ARGP820101.G3,hydrophobicity_ZIMJ680101.G1,hydrophobicity_ZIMJ680101.G2,hydrophobicity_ZIMJ680101.G3,hydrophobicity_PONP930101.G1,hydrophobicity_PONP930101.G2,hydrophobicity_PONP930101.G3,hydrophobicity_CASG920101.G1,hydrophobicity_CASG920101.G2,hydrophobicity_CASG920101.G3,hydrophobicity_ENGD860101.G1,hydrophobicity_ENGD860101.G2,hydrophobicity_ENGD860101.G3,hydrophobicity_FASG890101.G1,hydrophobicity_FASG890101.G2,hydrophobicity_FASG890101.G3,normwaalsvolume.G1,normwaalsvolume.G2,normwaalsvolume.G3,polarity.G1,polarity.G2,polarity.G3,polarizability.G1,polarizability.G2,polarizability.G3,charge.G1,charge.G2,charge.G3,secondarystruct.G1,secondarystruct.G2,secondarystruct.G3,solventaccess.G1,solventaccess.G2,solventaccess.G3,L1
0.8,0.2,-5.55E-17,0.666666667,0.333333333,5.55E-17,0.866666667,0.133333333,-2.78E-17,0.8,0.2,-5.55E-17,0.866666667,0.133333333,-2.78E-17,0.8,0.2,-5.55E-17,0.666666667,0.2,0.133333333,0.2,0.6,0.2,0,0.2,0.8,0.2,0.6,0.2,0.2,0.466666667,0.333333333,0.733333333,0,0.266666667,0.133333333,0.8,0.066666667,1
0.466666667,0.266666667,0.266666667,0.2,0.666666667,0.133333333,0.533333333,0.333333333,0.133333333,0.333333333,0.333333333,0.333333333,0.466666667,0.533333333,0,0.533333333,0.2,0.266666667,0.466666667,0,0.533333333,0.266666667,0.333333333,0.4,0.333333333,0.2,0.466666667,0.266666667,0.333333333,0.4,0.266666667,0.533333333,0.2,0.733333333,0.2,0.066666667,0.4,0.466666667,0.133333333,1
0.210526316,0.736842105,0.052631579,0.315789474,0.473684211,0.210526316,0.526315789,0.263157895,0.210526316,0.368421053,0.526315789,0.105263158,0.578947368,0.421052632,0,0.578947368,0.368421053,0.052631579,0.315789474,0.263157895,0.421052632,0.473684211,0.105263158,0.421052632,0.105263158,0.473684211,0.421052632,0.368421053,0.210526316,0.421052632,0.157894737,0.842105263,0,0.578947368,0.105263158,0.315789474,0.263157895,0.210526316,0.526315789,1
0.3,0.45,0.25,0.45,0.3,0.25,0.55,0.2,0.25,0.6,0.15,0.25,0.65,0.3,0.05,0.5,0.25,0.25,0.4,0.25,0.35,0.45,0.35,0.2,0.25,0.4,0.35,0.3,0.5,0.2,0.05,0.75,0.2,0.45,0.25,0.3,0.25,0.3,0.45,1
0.5,0.2,0.3,0.55,0.25,0.2,0.7,0.15,0.15,0.5,0.2,0.3,0.65,0.3,0.05,0.5,0.25,0.25,0.3,0.35,0.35,0.2,0.65,0.15,0.3,0.2,0.5,0.2,0.65,0.15,0.1,0.75,0.15,0.5,0.2,0.3,0.45,0.5,0.05,1
0.285714286,0.476190476,0.238095238,0.238095238,0.428571429,0.333333333,0.428571429,0.238095238,0.333333333,0.285714286,0.333333333,0.380952381,0.523809524,0.333333333,0.142857143,0.523809524,0.238095238,0.238095238,0.380952381,0.142857143,0.476190476,0.285714286,0.19047619,0.523809524,0.380952381,0.285714286,0.333333333,0.238095238,0.238095238,0.523809524,0.238095238,0.714285714,0.047619048,0.428571429,0.333333333,0.238095238,0.333333333,0.285714286,0.380952381,1
0.416666667,0.416666667,0.166666667,0.416666667,0.416666667,0.166666667,0.5,0.333333333,0.166666667,0.666666667,0.166666667,0.166666667,0.75,0.166666667,0.083333333,0.416666667,0.416666667,0.166666667,0.5,0.25,0.25,0.5,0.083333333,0.416666667,0.166666667,0.416666667,0.416666667,0.5,0.083333333,0.416666667,0.333333333,0.583333333,0.083333333,0.5,0.25,0.25,0.333333333,0.416666667,0.25,1
0.15,0.35,0.5,0.3,0.2,0.5,0.3,0.2,0.5,0.4,0.05,0.55,0.4,0.25,0.35,0.35,0.15,0.5,0.25,0.15,0.6,0.3,0.4,0.3,0.55,0.25,0.2,0.15,0.55,0.3,0,0.85,0.15,0.25,0.55,0.2,0.5,0.15,0.35,1
0.25,0.35,0.4,0.35,0.3,0.35,0.4,0.25,0.35,0.35,0.2,0.45,0.45,0.35,0.2,0.35,0.25,0.4,0.25,0.2,0.55,0.4,0.3,0.3,0.45,0.25,0.3,0.4,0.3,0.3,0.1,0.75,0.15,0.3,0.45,0.25,0.55,0.25,0.2,1
0.176470588,0.529411765,0.294117647,0.235294118,0.352941176,0.411764706,0.411764706,0.294117647,0.294117647,0.352941176,0.176470588,0.470588235,0.470588235,0.294117647,0.235294118,0.529411765,0.294117647,0.176470588,0.176470588,0.294117647,0.529411765,0.470588235,0.058823529,0.470588235,0.470588235,0.294117647,0.235294118,0.235294118,0.294117647,0.470588235,0.117647059,0.823529412,0.058823529,0.176470588,0.588235294,0.235294118,0.352941176,0.176470588,0.470588235,1
0.1875,0.5,0.3125,0.3125,0.25,0.4375,0.4375,0.1875,0.375,0.5,0.125,0.375,0.5625,0.1875,0.25,0.375,0.375,0.25,0.25,0.3125,0.4375,0.5,0.125,0.375,0.375,0.4375,0.1875,0.375,0.25,0.375,0.125,0.8125,0.0625,0.25,0.4375,0.3125,0.375,0.1875,0.4375,1
0.176470588,0.352941176,0.470588235,0.235294118,0.352941176,0.411764706,0.294117647,0.294117647,0.411764706,0.294117647,0.176470588,0.529411765,0.352941176,0.470588235,0.176470588,0.294117647,0.235294118,0.470588235,0.176470588,0.176470588,0.647058824,0.294117647,0.352941176,0.352941176,0.529411765,0.235294118,0.235294118,0.294117647,0.352941176,0.352941176,0.117647059,0.823529412,0.058823529,0.470588235,0.411764706,0.117647059,0.529411765,0.176470588,0.294117647,1
0.176470588,0.529411765,0.294117647,0.529411765,0.176470588,0.294117647,0.647058824,0.117647059,0.235294118,0.470588235,0.176470588,0.352941176,0.588235294,0.294117647,0.117647059,0.294117647,0.470588235,0.235294118,0.235294118,0.352941176,0.411764706,0.529411765,0.352941176,0.117647059,0.352941176,0.470588235,0.176470588,0.470588235,0.411764706,0.117647059,0,0.882352941,0.117647059,0.176470588,0.411764706,0.411764706,0.470588235,0.176470588,0.352941176,1
0.391304348,0.347826087,0.260869565,0.608695652,0.217391304,0.173913043,0.739130435,0.130434783,0.130434783,0.652173913,0.086956522,0.260869565,0.739130435,0.130434783,0.130434783,0.434782609,0.347826087,0.217391304,0.52173913,0.217391304,0.260869565,0.52173913,0.347826087,0.130434783,0.260869565,0.347826087,0.391304348,0.391304348,0.47826087,0.130434783,0.086956522,0.652173913,0.260869565,0.347826087,0.304347826,0.347826087,0.260869565,0.391304348,0.347826087,1
0.352941176,0.647058824,-1.11E-16,0.529411765,0.411764706,0.058823529,0.705882353,0.235294118,0.058823529,0.411764706,0.588235294,0,0.823529412,0.176470588,2.78E-17,0.529411765,0.470588235,0,0.470588235,0.352941176,0.176470588,0.647058824,0,0.352941176,0,0.529411765,0.470588235,0.588235294,0.058823529,0.352941176,0.235294118,0.647058824,0.117647059,0.411764706,0,0.588235294,0.352941176,0.352941176,0.294117647,1
0.071428571,0.642857143,0.285714286,0.071428571,0.357142857,0.571428571,0.357142857,0.071428571,0.571428571,0.214285714,0.285714286,0.5,0.214285714,0.714285714,0.071428571,0.428571429,0.285714286,0.285714286,0.071428571,0.142857143,0.785714286,0.428571429,0.285714286,0.285714286,0.5,0.428571429,0.071428571,0.285714286,0.428571429,0.285714286,0,1,0,0.5,0.357142857,0.142857143,0.571428571,0.071428571,0.357142857,1
0.263157895,0.315789474,0.421052632,0.315789474,0.368421053,0.315789474,0.421052632,0.315789474,0.263157895,0.473684211,0.105263158,0.421052632,0.526315789,0.263157895,0.210526316,0.421052632,0.210526316,0.368421053,0.210526316,0.315789474,0.473684211,0.315789474,0.368421053,0.315789474,0.421052632,0.263157895,0.315789474,0.210526316,0.473684211,0.315789474,0.105263158,0.842105263,0.052631579,0.210526316,0.473684211,0.315789474,0.368421053,0.263157895,0.368421053,1
0.357142857,0.357142857,0.285714286,0.5,0.214285714,0.285714286,0.642857143,0.071428571,0.285714286,0.5,0.214285714,0.285714286,0.571428571,0.285714286,0.142857143,0.357142857,0.357142857,0.285714286,0.357142857,0.214285714,0.428571429,0.5,0.428571429,0.071428571,0.285714286,0.357142857,0.357142857,0.5,0.428571429,0.071428571,0.071428571,0.642857143,0.285714286,0.5,0.285714286,0.214285714,0.5,0.357142857,0.142857143,1
0.35,0.4,0.25,0.5,0.3,0.2,0.5,0.3,0.2,0.5,0.1,0.4,0.6,0.35,0.05,0.5,0.25,0.25,0.4,0.2,0.4,0.25,0.5,0.25,0.4,0.25,0.35,0.25,0.5,0.25,0.1,0.85,0.05,0.3,0.45,0.25,0.35,0.35,0.3,1
0.1,0.55,0.35,0.35,0.15,0.5,0.35,0.15,0.5,0.35,0.2,0.45,0.45,0.35,0.2,0.4,0.25,0.35,0.15,0.3,0.55,0.4,0.4,0.2,0.45,0.35,0.2,0.3,0.5,0.2,0,0.95,0.05,0.2,0.4,0.4,0.45,0.1,0.45,1
0.428571429,0.071428571,0.5,0.428571429,0.357142857,0.214285714,0.428571429,0.357142857,0.214285714,0.5,0,0.5,0.5,0.428571429,0.071428571,0.428571429,0.071428571,0.5,0.428571429,0.071428571,0.5,0.214285714,0.714285714,0.071428571,0.5,0.071428571,0.428571429,0.214285714,0.714285714,0.071428571,0.071428571,0.571428571,0.357142857,0.428571429,0.428571429,0.142857143,0.5,0.428571429,0.071428571,1
0.266666667,0.533333333,0.2,0.466666667,0.4,0.133333333,0.533333333,0.333333333,0.133333333,0.533333333,0.266666667,0.2,0.666666667,0.266666667,0.066666667,0.4,0.4,0.2,0.4,0.266666667,0.333333333,0.533333333,0.2,0.266666667,0.2,0.466666667,0.333333333,0.466666667,0.266666667,0.266666667,0.133333333,0.8,0.066666667,0.4,0.2,0.4,0.333333333,0.266666667,0.4,1
0.333333333,0.2,0.466666667,0.333333333,0.266666667,0.4,0.4,0.2,0.4,0.333333333,0.133333333,0.533333333,0.466666667,0.4,0.133333333,0.4,0.133333333,0.466666667,0.333333333,0.133333333,0.533333333,0.133333333,0.6,0.266666667,0.533333333,0.133333333,0.333333333,0.133333333,0.6,0.266666667,0.133333333,0.666666667,0.2,0.533333333,0.4,0.066666667,0.533333333,0.333333333,0.133333333,1
0.625,0.333333333,0.041666667,0.291666667,0.666666667,0.041666667,0.5,0.458333333,0.041666667,0.666666667,0.291666667,0.041666667,0.875,0.125,0,0.666666667,0.291666667,0.041666667,0.708333333,0.166666667,0.125,0.375,0.083333333,0.541666667,0.041666667,0.333333333,0.625,0.333333333,0.125,0.541666667,0.541666667,0.416666667,0.041666667,0.666666667,0.083333333,0.25,0.208333333,0.625,0.166666667,1
0.384615385,0.230769231,0.384615385,0.461538462,0.153846154,0.384615385,0.538461538,0.153846154,0.307692308,0.538461538,0.076923077,0.384615385,0.538461538,0.307692308,0.153846154,0.538461538,0.153846154,0.307692308,0.384615385,0.153846154,0.461538462,0.230769231,0.538461538,0.230769231,0.384615385,0.153846154,0.461538462,0.153846154,0.615384615,0.230769231,0,0.846153846,0.153846154,0.461538462,0.230769231,0.307692308,0.384615385,0.384615385,0.230769231,1
0.173913043,0.565217391,0.260869565,0.47826087,0.391304348,0.130434783,0.695652174,0.217391304,0.086956522,0.391304348,0.347826087,0.260869565,0.608695652,0.347826087,0.043478261,0.260869565,0.52173913,0.217391304,0.304347826,0.304347826,0.391304348,0.652173913,0.260869565,0.086956522,0.260869565,0.565217391,0.173913043,0.565217391,0.347826087,0.086956522,0.043478261,0.826086957,0.130434783,0.217391304,0.304347826,0.47826087,0.565217391,0.173913043,0.260869565,1
0.4,0.466666667,0.133333333,0.333333333,0.6,0.066666667,0.6,0.333333333,0.066666667,0.466666667,0.333333333,0.2,0.6,0.4,0,0.533333333,0.333333333,0.133333333,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.333333333,0.466666667,0.4,0.2,0.4,0.266666667,0.6,0.133333333,0.533333333,0.4,0.066666667,0.266666667,0.4,0.333333333,1
0.25,0.666666667,0.083333333,0.416666667,0.5,0.083333333,0.833333333,0.083333333,0.083333333,0.416666667,0.5,0.083333333,0.5,0.5,0,0.333333333,0.583333333,0.083333333,0.333333333,0.166666667,0.5,0.583333333,0.25,0.166666667,0.083333333,0.583333333,0.333333333,0.583333333,0.25,0.166666667,0.083333333,0.75,0.166666667,0.75,0.166666667,0.083333333,0.416666667,0.25,0.333333333,1
0.65,0.15,0.2,0.7,0.05,0.25,0.7,0.05,0.25,0.7,0.1,0.2,0.8,0.05,0.15,0.7,0.1,0.2,0.6,0.2,0.2,0.2,0.7,0.1,0.2,0.15,0.65,0.15,0.75,0.1,0.05,0.55,0.4,0.6,0.15,0.25,0.3,0.65,0.05,1
0.210526316,0.421052632,0.368421053,0.421052632,0.210526316,0.368421053,0.473684211,0.157894737,0.368421053,0.473684211,0.105263158,0.421052632,0.526315789,0.263157895,0.210526316,0.368421053,0.263157895,0.368421053,0.157894737,0.368421053,0.473684211,0.473684211,0.368421053,0.157894737,0.421052632,0.368421053,0.210526316,0.315789474,0.526315789,0.157894737,0,0.947368421,0.052631579,0.210526316,0.421052632,0.368421053,0.421052632,0.210526316,0.368421053,1
0.6,0.12,0.28,0.52,0.24,0.24,0.56,0.2,0.24,0.64,0.08,0.28,0.72,0.24,0.04,0.6,0.12,0.28,0.6,0.12,0.28,0.24,0.52,0.24,0.28,0.12,0.6,0.24,0.52,0.24,0.2,0.56,0.24,0.68,0.08,0.24,0.28,0.6,0.12,1
0.210526316,0.421052632,0.368421053,0.315789474,0.263157895,0.421052632,0.421052632,0.157894737,0.421052632,0.421052632,0.210526316,0.368421053,0.473684211,0.368421053,0.157894737,0.368421053,0.263157895,0.368421053,0.263157895,0.210526316,0.526315789,0.315789474,0.421052632,0.263157895,0.368421053,0.315789474,0.315789474,0.263157895,0.473684211,0.263157895,0.105263158,0.842105263,0.052631579,0.526315789,0.263157895,0.210526316,0.421052632,0.210526316,0.368421053,1
0.35,0.4,0.25,0.55,0.25,0.2,0.55,0.25,0.2,0.6,0.05,0.35,0.65,0.2,0.15,0.5,0.25,0.25,0.45,0.2,0.35,0.6,0.2,0.2,0.35,0.3,0.35,0.45,0.35,0.2,0.05,0.65,0.3,0.2,0.4,0.4,0.25,0.35,0.4,1
0.235294118,0.352941176,0.411764706,0.352941176,0.294117647,0.352941176,0.470588235,0.176470588,0.352941176,0.470588235,0.117647059,0.411764706,0.529411765,0.470588235,0,0.294117647,0.294117647,0.411764706,0.176470588,0.352941176,0.470588235,0.352941176,0.529411765,0.117647059,0.411764706,0.352941176,0.235294118,0.294117647,0.588235294,0.117647059,0.117647059,0.882352941,0,0.470588235,0.294117647,0.235294118,0.470588235,0.235294118,0.294117647,1
0.153846154,0.384615385,0.461538462,0.307692308,0.461538462,0.230769231,0.461538462,0.384615385,0.153846154,0.307692308,0.230769231,0.461538462,0.461538462,0.461538462,0.076923077,0.307692308,0.307692308,0.384615385,0.153846154,0.307692308,0.538461538,0.461538462,0.461538462,0.076923077,0.461538462,0.384615385,0.153846154,0.307692308,0.615384615,0.076923077,0,0.846153846,0.153846154,0.153846154,0.461538462,0.384615385,0.692307692,0.153846154,0.153846154,1
0.25,0.4375,0.3125,0.5,0.4375,0.0625,0.625,0.3125,0.0625,0.4375,0.25,0.3125,0.625,0.375,0,0.25,0.4375,0.3125,0.375,0.25,0.375,0.5625,0.3125,0.125,0.3125,0.4375,0.25,0.5625,0.3125,0.125,0.125,0.75,0.125,0.25,0.375,0.375,0.5,0.25,0.25,1
0.533333333,0.266666667,0.2,0.533333333,0.266666667,0.2,0.6,0.2,0.2,0.666666667,0.066666667,0.266666667,0.666666667,0.333333333,5.55E-17,0.666666667,0.133333333,0.2,0.466666667,0.2,0.333333333,0.2,0.666666667,0.133333333,0.266666667,0.2,0.533333333,0.133333333,0.733333333,0.133333333,0.066666667,0.733333333,0.2,0.533333333,0.2,0.266666667,0.266666667,0.533333333,0.2,1
0.333333333,0.333333333,0.333333333,0.6,0.133333333,0.266666667,0.666666667,0.066666667,0.266666667,0.533333333,0.133333333,0.333333333,0.666666667,0.2,0.133333333,0.333333333,0.333333333,0.333333333,0.466666667,0.2,0.333333333,0.533333333,0.266666667,0.2,0.333333333,0.333333333,0.333333333,0.533333333,0.266666667,0.2,0.066666667,0.733333333,0.2,0.266666667,0.2,0.533333333,0.333333333,0.333333333,0.333333333,1
0.4,0.466666667,0.133333333,0.333333333,0.4,0.266666667,0.666666667,0.066666667,0.266666667,0.4,0.466666667,0.133333333,0.733333333,0.2,0.066666667,0.6,0.266666667,0.133333333,0.266666667,0.466666667,0.266666667,0.533333333,0.266666667,0.2,0.133333333,0.466666667,0.4,0.333333333,0.466666667,0.2,0.2,0.733333333,0.066666667,0.333333333,0.133333333,0.533333333,0.4,0.4,0.2,1
0.315789474,0.421052632,0.263157895,0.421052632,0.368421053,0.210526316,0.578947368,0.210526316,0.210526316,0.473684211,0.210526316,0.315789474,0.526315789,0.368421053,0.105263158,0.368421053,0.368421053,0.263157895,0.421052632,0.105263158,0.473684211,0.473684211,0.263157895,0.263157895,0.315789474,0.368421053,0.315789474,0.473684211,0.263157895,0.263157895,0.105263158,0.684210526,0.210526316,0.421052632,0.315789474,0.263157895,0.473684211,0.315789474,0.210526316,1
0.466666667,0.333333333,0.2,0.666666667,0,0.333333333,0.666666667,0,0.333333333,0.666666667,0.133333333,0.2,0.8,0.066666667,0.133333333,0.6,0.2,0.2,0.333333333,0.466666667,0.2,0.4,0.533333333,0.066666667,0.2,0.333333333,0.466666667,0.266666667,0.666666667,0.066666667,0,0.733333333,0.266666667,0.333333333,0.2,0.466666667,0.333333333,0.466666667,0.2,1
0.4,0.266666667,0.333333333,0.266666667,0.466666667,0.266666667,0.466666667,0.266666667,0.266666667,0.333333333,0.333333333,0.333333333,0.466666667,0.466666667,0.066666667,0.466666667,0.2,0.333333333,0.4,0.066666667,0.533333333,0.266666667,0.4,0.333333333,0.333333333,0.2,0.466666667,0.266666667,0.4,0.333333333,0.2,0.666666667,0.133333333,0.733333333,0.133333333,0.133333333,0.533333333,0.4,0.066666667,1
0.333333333,0.266666667,0.4,0.2,0.333333333,0.466666667,0.4,0.2,0.4,0.266666667,0.266666667,0.466666667,0.4,0.466666667,0.133333333,0.533333333,0.133333333,0.333333333,0.333333333,0.066666667,0.6,0.133333333,0.333333333,0.533333333,0.466666667,0.066666667,0.466666667,0.133333333,0.333333333,0.533333333,0.2,0.666666667,0.133333333,0.666666667,0.266666667,0.066666667,0.4,0.333333333,0.266666667,1
0.066666667,0.6,0.333333333,0.333333333,0.333333333,0.333333333,0.466666667,0.2,0.333333333,0.333333333,0.266666667,0.4,0.466666667,0.466666667,0.066666667,0.266666667,0.4,0.333333333,0.133333333,0.333333333,0.533333333,0.466666667,0.333333333,0.2,0.4,0.466666667,0.133333333,0.4,0.4,0.2,0.066666667,0.933333333,0,0.333333333,0.466666667,0.2,0.466666667,0.066666667,0.466666667,1
0.333333333,0.333333333,0.333333333,0.4,0.133333333,0.466666667,0.466666667,0.066666667,0.466666667,0.466666667,0.133333333,0.4,0.6,0.133333333,0.266666667,0.466666667,0.2,0.333333333,0.4,0.2,0.4,0.4,0.266666667,0.333333333,0.4,0.266666667,0.333333333,0.333333333,0.333333333,0.333333333,0.133333333,0.733333333,0.133333333,0.2,0.333333333,0.466666667,0.4,0.333333333,0.266666667,1
0.4,0.2,0.4,0.2,0.4,0.4,0.466666667,0.133333333,0.4,0.266666667,0.266666667,0.466666667,0.466666667,0.4,0.133333333,0.466666667,0.133333333,0.4,0.466666667,0,0.533333333,0.2,0.333333333,0.466666667,0.466666667,0.133333333,0.4,0.2,0.333333333,0.466666667,0.266666667,0.666666667,0.066666667,0.666666667,0.2,0.133333333,0.4,0.4,0.2,1
0.15,0.55,0.3,0.35,0.2,0.45,0.45,0.1,0.45,0.4,0.25,0.35,0.55,0.4,0.05,0.4,0.3,0.3,0.25,0.3,0.45,0.45,0.35,0.2,0.35,0.45,0.2,0.3,0.5,0.2,0.05,0.95,0,0.4,0.15,0.45,0.45,0.15,0.4,1
0.4,0.266666667,0.333333333,0.4,0.333333333,0.266666667,0.733333333,0.133333333,0.133333333,0.4,0.266666667,0.333333333,0.6,0.266666667,0.133333333,0.4,0.4,0.2,0.466666667,0.133333333,0.4,0.333333333,0.333333333,0.333333333,0.333333333,0.266666667,0.4,0.333333333,0.333333333,0.333333333,0.2,0.733333333,0.066666667,0.533333333,0.266666667,0.2,0.466666667,0.4,0.133333333,1
0.533333333,0.266666667,0.2,0.533333333,0.2,0.266666667,0.666666667,0.066666667,0.266666667,0.6,0.2,0.2,0.733333333,0.133333333,0.133333333,0.666666667,0.133333333,0.2,0.6,0.133333333,0.266666667,0.2,0.533333333,0.266666667,0.2,0.2,0.6,0.133333333,0.6,0.266666667,0.133333333,0.733333333,0.133333333,0.6,0.133333333,0.266666667,0.2,0.533333333,0.266666667,1
0.333333333,0.4,0.266666667,0.333333333,0.333333333,0.333333333,0.666666667,0.066666667,0.266666667,0.4,0.333333333,0.266666667,0.466666667,0.266666667,0.266666667,0.466666667,0.333333333,0.2,0.4,0.066666667,0.533333333,0.466666667,0.266666667,0.266666667,0.266666667,0.333333333,0.4,0.4,0.333333333,0.266666667,0.066666667,0.666666667,0.266666667,0.466666667,0.266666667,0.266666667,0.466666667,0.333333333,0.2,1
0.15,0.5,0.35,0.45,0.25,0.3,0.65,0.1,0.25,0.3,0.35,0.35,0.5,0.4,0.1,0.2,0.5,0.3,0.15,0.35,0.5,0.45,0.4,0.15,0.35,0.45,0.2,0.45,0.4,0.15,0.05,0.9,0.05,0.45,0.3,0.25,0.6,0.15,0.25,1
0.266666667,0.466666667,0.266666667,0.466666667,0.2,0.333333333,0.666666667,0.066666667,0.266666667,0.6,0.133333333,0.266666667,0.666666667,0.2,0.133333333,0.4,0.4,0.2,0.266666667,0.4,0.333333333,0.466666667,0.4,0.133333333,0.266666667,0.466666667,0.266666667,0.333333333,0.533333333,0.133333333,0.066666667,0.733333333,0.2,0.4,0.466666667,0.133333333,0.333333333,0.266666667,0.4,1
0.4,0.266666667,0.333333333,0.466666667,0.2,0.333333333,0.533333333,0.133333333,0.333333333,0.533333333,0.066666667,0.4,0.533333333,0.2,0.266666667,0.466666667,0.2,0.333333333,0.533333333,0,0.466666667,0.4,0.333333333,0.266666667,0.4,0.2,0.4,0.4,0.333333333,0.266666667,0.066666667,0.6,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.4,0.266666667,1
0.4,0.466666667,0.133333333,0.733333333,0.066666667,0.2,0.733333333,0.066666667,0.2,0.666666667,0.2,0.133333333,0.866666667,0.066666667,0.066666667,0.533333333,0.333333333,0.133333333,0.333333333,0.533333333,0.133333333,0.6,0.4,0,0.133333333,0.466666667,0.4,0.466666667,0.533333333,0,0,0.866666667,0.133333333,0.133333333,0.2,0.666666667,0.333333333,0.4,0.266666667,1
0.25,0.55,0.2,0.5,0.2,0.3,0.55,0.15,0.3,0.55,0.2,0.25,0.65,0.25,0.1,0.5,0.3,0.2,0.15,0.5,0.35,0.45,0.35,0.2,0.25,0.4,0.35,0.35,0.45,0.2,0.05,0.9,0.05,0.2,0.4,0.4,0.25,0.25,0.5,1
0.2,0.466666667,0.333333333,0.266666667,0.2,0.533333333,0.4,0.133333333,0.466666667,0.333333333,0.133333333,0.533333333,0.466666667,0.4,0.133333333,0.466666667,0.266666667,0.266666667,0.266666667,0.2,0.533333333,0.266666667,0.2,0.533333333,0.533333333,0.266666667,0.2,0.2,0.266666667,0.533333333,0.133333333,0.8,0.066666667,0.4,0.4,0.2,0.333333333,0.2,0.466666667,1
0.4,0.533333333,0.066666667,0.533333333,0.2,0.266666667,0.733333333,0,0.266666667,0.466666667,0.333333333,0.2,0.733333333,0.2,0.066666667,0.6,0.333333333,0.066666667,0.4,0.333333333,0.266666667,0.533333333,0.2,0.266666667,0.2,0.4,0.4,0.466666667,0.266666667,0.266666667,0.133333333,0.733333333,0.133333333,0.266666667,0.266666667,0.466666667,0.266666667,0.4,0.333333333,1
0.2,0.4,0.4,0.4,0.333333333,0.266666667,0.533333333,0.2,0.266666667,0.466666667,0.133333333,0.4,0.466666667,0.4,0.133333333,0.266666667,0.333333333,0.4,0.4,0.066666667,0.533333333,0.533333333,0.333333333,0.133333333,0.4,0.4,0.2,0.466666667,0.4,0.133333333,0,0.8,0.2,0.4,0.2,0.4,0.4,0.2,0.4,1
0.533333333,0.333333333,0.133333333,0.4,0.6,0,0.733333333,0.266666667,5.55E-17,0.333333333,0.533333333,0.133333333,0.8,0.2,-5.55E-17,0.533333333,0.333333333,0.133333333,0.533333333,0.266666667,0.2,0.4,0.133333333,0.466666667,0.133333333,0.333333333,0.533333333,0.4,0.133333333,0.466666667,0.4,0.466666667,0.133333333,0.6,0.133333333,0.266666667,0.333333333,0.533333333,0.133333333,1
0.466666667,0.333333333,0.2,0.4,0.466666667,0.133333333,0.6,0.266666667,0.133333333,0.4,0.4,0.2,0.8,0.2,-5.55E-17,0.533333333,0.266666667,0.2,0.533333333,0.266666667,0.2,0.4,0.2,0.4,0.2,0.333333333,0.466666667,0.333333333,0.266666667,0.4,0.333333333,0.533333333,0.133333333,0.533333333,0.066666667,0.4,0.333333333,0.466666667,0.2,1
0.428571429,0.142857143,0.428571429,0.571428571,0.071428571,0.357142857,0.571428571,0.071428571,0.357142857,0.428571429,0.142857143,0.428571429,0.571428571,0.071428571,0.357142857,0.428571429,0.142857143,0.428571429,0.428571429,0.142857143,0.428571429,0.214285714,0.571428571,0.214285714,0.428571429,0.142857143,0.428571429,0.214285714,0.571428571,0.214285714,0,0.642857143,0.357142857,0.357142857,0.428571429,0.214285714,0.571428571,0.428571429,5.55E-17,1
0.461538462,0.153846154,0.384615385,0.153846154,0.692307692,0.153846154,0.153846154,0.692307692,0.153846154,0.538461538,0.076923077,0.384615385,0.538461538,0.461538462,0,0.538461538,0.076923077,0.384615385,0.461538462,0.076923077,0.461538462,0.076923077,0.384615385,0.538461538,0.384615385,0.076923077,0.538461538,0.076923077,0.384615385,0.538461538,0.384615385,0.615384615,0,0.692307692,0.153846154,0.153846154,0.307692308,0.461538462,0.230769231,1
0.45,0.2,0.35,0.4,0.35,0.25,0.5,0.25,0.25,0.5,0.15,0.35,0.6,0.15,0.25,0.55,0.1,0.35,0.5,0.1,0.4,0.35,0.4,0.25,0.35,0.15,0.5,0.2,0.55,0.25,0.15,0.65,0.2,0.45,0.35,0.2,0.35,0.45,0.2,1
0.208333333,0.541666667,0.25,0.541666667,0.25,0.208333333,0.625,0.166666667,0.208333333,0.5,0.208333333,0.291666667,0.625,0.333333333,0.041666667,0.291666667,0.458333333,0.25,0.375,0.25,0.375,0.625,0.25,0.125,0.291666667,0.5,0.208333333,0.583333333,0.291666667,0.125,0.041666667,0.833333333,0.125,0.25,0.291666667,0.458333333,0.458333333,0.208333333,0.333333333,1
0.25,0.4,0.35,0.25,0.4,0.35,0.55,0.1,0.35,0.25,0.4,0.35,0.5,0.35,0.15,0.35,0.3,0.35,0.3,0.2,0.5,0.45,0.25,0.3,0.35,0.4,0.25,0.3,0.4,0.3,0.15,0.75,0.1,0.6,0.15,0.25,0.55,0.25,0.2,1
